Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_2	1	1	1	1	1	0	33371	33371	33371	33371	33371	0	1	33371	33371	4758000	55.16	52.18	33371	-	33371	-	33371.0	234.1	1	-	1	-	1	1	33371	0	0	0	0	0 + 0 part	0	0.395	1.773	0.00	1406.04	1544.24	18752	33285	18752	-	14533	-	16866.3	118.3	1	-	2	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_20	1	1	1	1	0	0	18678	18678	18678	18678	0	0	1	18678	18678	4758000	33.57	52.18	18678	-	18678	-	18678.0	73.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	18678	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_21	1	1	1	1	1	0	29244	29244	29244	29244	29244	0	1	29244	29244	4758000	33.98	52.18	29244	-	29244	-	29244.0	179.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	29244	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_27	1	1	1	1	1	1	54183	54183	54183	54183	54183	54183	1	54183	54183	4758000	31.76	52.18	54183	-	54183	-	54183.0	617.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	54183	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_28	1	1	1	0	0	0	5351	5351	5351	0	0	0	1	5351	5351	4758000	34.40	52.18	5351	-	5351	-	5351.0	6.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	5351	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_29	1	1	1	1	0	0	21330	21330	21330	21330	0	0	1	21330	21330	4758000	34.33	52.18	21330	-	21330	-	21330.0	95.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	21330	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_3	1	1	1	1	1	1	53088	53088	53088	53088	53088	53088	1	53088	53088	4758000	46.19	52.18	53088	-	53088	-	53088.0	592.3	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	47693	0.113	1.004	0.00	648.75	1000.93	5395	5395	-	-	-	-	548.3	6.1	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_31	1	1	1	1	1	1	56539	56539	56539	56539	56539	56539	1	56539	56539	4758000	33.35	52.18	56539	-	56539	-	56539.0	671.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	56539	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_32	1	1	1	1	1	0	38028	38028	38028	38028	38028	0	1	38028	38028	4758000	68.01	52.18	38028	-	38028	-	38028.0	303.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	38028	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_33	1	1	1	1	1	0	32967	32967	32967	32967	32967	0	1	32967	32967	4758000	67.32	52.18	32967	-	32967	-	32967.0	228.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	32967	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_34	1	1	1	1	1	1	326043	326043	326043	326043	326043	326043	1	326043	326043	4758000	38.28	52.18	326043	-	326043	-	326043.0	22342.2	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	325952	0.002	1.000	0.00	3296.70	0.00	91	91	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_35	1	1	1	1	0	0	15994	15994	15994	15994	0	0	1	15994	15994	4758000	36.01	52.18	15994	-	15994	-	15994.0	53.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	15994	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_36	1	1	1	1	0	0	12688	12688	12688	12688	0	0	1	12688	12688	4758000	38.93	52.18	12688	-	12688	-	12688.0	33.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	12688	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_37	1	1	1	1	0	0	12497	12497	12497	12497	0	0	1	12497	12497	4758000	37.44	52.18	12497	-	12497	-	12497.0	32.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	12497	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_38	1	1	1	1	1	0	38376	38376	38376	38376	38376	0	1	38376	38376	4758000	55.72	52.18	38376	-	38376	-	38376.0	309.5	1	-	1	-	0	0	0	0	0	0	0	0 + 0 part	0	0.799	1.007	0.00	2060.97	1543.77	38283	38283	38283	-	38283	-	38190.2	308.0	1	-	1	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_39	1	1	1	1	1	1	99720	99720	99720	99720	99720	99720	1	99720	99720	4758000	37.95	52.18	99720	-	99720	-	99720.0	2090.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	99720	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_4	1	1	1	1	1	1	120780	120780	120780	120780	120780	120780	1	120780	120780	4758000	49.60	52.18	120780	-	120780	-	120780.0	3066.0	1	-	1	-	0	0	0	0	0	0	1	0 + 1 part	110942	0.206	1.004	0.00	3730.43	1057.13	5695	9838	-	-	-	-	345.1	8.8	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_40	1	1	1	0	0	0	6353	6353	6353	0	0	0	1	6353	6353	4758000	32.17	52.18	6353	-	6353	-	6353.0	8.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	6353	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_41	1	1	1	1	1	0	49554	49554	49554	49554	49554	0	1	49554	49554	4758000	52.16	52.18	49554	-	49554	-	49554.0	516.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	49554	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_6	1	1	1	1	1	1	59785	59785	59785	59785	59785	59785	1	59785	59785	4758000	53.87	52.18	59785	-	59785	-	59785.0	751.2	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	54239	0.115	1.013	0.00	1676.88	1857.19	5546	5546	-	-	-	-	514.5	6.5	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_7	1	1	1	1	1	1	80514	80514	80514	80514	80514	80514	1	80514	80514	4758000	36.34	52.18	80514	-	80514	-	80514.0	1362.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	80514	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_9	1	1	1	1	1	1	168911	168911	168911	168911	168911	168911	1	168911	168911	4758000	47.67	52.18	168911	-	168911	-	168911.0	5996.4	1	-	1	-	0	0	0	0	0	0	1	0 + 1 part	96014	1.352	1.133	0.00	1544.65	1594.03	19300	72897	-	-	-	-	4069.9	144.5	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_10	1	1	1	1	1	0	32695	32695	32695	32695	32695	0	1	32695	32695	4758000	57.93	52.18	32695	-	32695	-	32695.0	224.7	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	13293	0.409	0.998	0.00	804.04	685.50	19402	19402	19402	-	-	-	11513.6	79.1	1	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_11	1	1	1	1	1	0	37124	37124	37124	37124	37124	0	1	37124	37124	4758000	52.18	52.18	37124	-	37124	-	37124.0	289.7	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	1775	0.744	0.998	0.00	707.23	775.13	35349	35349	35349	-	35349	-	33658.9	262.6	1	-	1	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_12	1	1	1	1	1	1	75691	75691	75691	75691	75691	75691	1	75691	75691	4758000	53.27	52.18	75691	-	75691	-	75691.0	1204.1	1	-	1	-	0	0	0	0	0	0	0	0 + 0 part	0	1.593	0.999	0.00	667.19	848.19	75691	75691	75691	-	75691	-	75691.0	1204.1	1	-	1	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_13	1	1	1	1	1	1	76577	76577	76577	76577	76577	76577	1	76577	76577	4758000	35.89	52.18	76577	-	76577	-	76577.0	1232.5	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	75019	0.033	0.990	0.00	1155.33	1540.44	1558	1558	-	-	-	-	31.7	0.5	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_14	1	1	1	1	1	1	77765	77765	77765	77765	77765	77765	1	77765	77765	4758000	43.03	52.18	77765	-	77765	-	77765.0	1271.0	1	-	1	-	0	0	0	0	0	0	1	0 + 1 part	39947	0.796	0.999	0.00	2752.66	2289.91	35250	37818	-	-	-	-	16063.2	262.5	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_15	1	1	1	1	1	1	75366	75366	75366	75366	75366	75366	1	75366	75366	4758000	32.46	52.18	75366	-	75366	-	75366.0	1193.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	75366	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_16	1	1	1	1	1	1	136404	136404	136404	136404	136404	136404	1	136404	136404	4758000	43.11	52.18	136404	-	136404	-	136404.0	3910.5	1	-	1	-	0	0	0	0	0	0	1	0 + 1 part	129196	0.098	1.549	0.00	2039.40	1470.59	2742	7208	-	-	-	-	121.8	3.5	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_17	1	1	1	1	0	0	10220	10220	10220	10220	0	0	1	10220	10220	4758000	39.36	52.18	10220	-	10220	-	10220.0	22.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	10220	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_18	1	1	1	0	0	0	9967	9967	9967	0	0	0	1	9967	9967	4758000	40.73	52.18	9967	-	9967	-	9967.0	20.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	9967	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_19	1	1	1	1	1	1	58089	58089	58089	58089	58089	58089	1	58089	58089	4758000	31.60	52.18	58089	-	58089	-	58089.0	709.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	58089	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_2	1	1	1	1	1	0	33238	33238	33238	33238	33238	0	1	33238	33238	4758000	54.30	52.18	33238	-	33238	-	33238.0	232.2	1	-	1	-	1	1	33238	0	0	0	0	0 + 0 part	0	0.394	1.766	0.00	2151.48	1656.61	18682	33140	18682	-	14458	-	16789.5	117.3	1	-	2	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_20	1	1	1	1	0	0	18584	18584	18584	18584	0	0	1	18584	18584	4758000	33.61	52.18	18584	-	18584	-	18584.0	72.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	18584	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_21	1	1	1	1	1	0	29033	29033	29033	29033	29033	0	1	29033	29033	4758000	33.44	52.18	29033	-	29033	-	29033.0	177.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	29033	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_27	1	1	1	1	1	1	53921	53921	53921	53921	53921	53921	1	53921	53921	4758000	31.88	52.18	53921	-	53921	-	53921.0	611.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	53921	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_28	1	1	1	0	0	0	5304	5304	5304	0	0	0	1	5304	5304	4758000	34.43	52.18	5304	-	5304	-	5304.0	5.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	5304	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_29	1	1	1	1	0	0	21293	21293	21293	21293	0	0	1	21293	21293	4758000	34.61	52.18	21293	-	21293	-	21293.0	95.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	21293	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_3	1	1	1	1	1	1	53826	53826	53826	53826	53826	53826	1	53826	53826	4758000	45.47	52.18	53826	-	53826	-	53826.0	608.9	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	48458	0.113	0.999	0.00	558.87	801.04	5368	5368	-	-	-	-	535.3	6.1	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_31	1	1	1	1	1	1	56209	56209	56209	56209	56209	56209	1	56209	56209	4758000	32.88	52.18	56209	-	56209	-	56209.0	664.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	56209	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_32	1	1	1	1	1	0	37846	37846	37846	37846	37846	0	1	37846	37846	4758000	66.62	52.18	37846	-	37846	-	37846.0	301.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	37846	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_33	1	1	1	1	1	0	32880	32880	32880	32880	32880	0	1	32880	32880	4758000	66.85	52.18	32880	-	32880	-	32880.0	227.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	32880	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_34	1	1	1	1	1	1	324232	324232	324232	324232	324232	324232	1	324232	324232	4758000	38.20	52.18	324232	-	324232	-	324232.0	22094.7	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	324141	0.002	1.000	0.00	3296.70	0.00	91	91	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_35	1	1	1	1	0	0	15896	15896	15896	15896	0	0	1	15896	15896	4758000	36.00	52.18	15896	-	15896	-	15896.0	53.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	15896	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_36	1	1	1	1	0	0	12628	12628	12628	12628	0	0	1	12628	12628	4758000	35.69	52.18	12628	-	12628	-	12628.0	33.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	12628	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_37	1	1	1	1	0	0	12413	12413	12413	12413	0	0	1	12413	12413	4758000	37.39	52.18	12413	-	12413	-	12413.0	32.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	12413	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_38	1	1	1	1	1	0	38167	38167	38167	38167	38167	0	1	38167	38167	4758000	54.80	52.18	38167	-	38167	-	38167.0	306.2	1	-	1	-	0	0	0	0	0	0	0	0 + 0 part	0	0.800	1.002	0.00	2306.42	1388.05	38111	38111	38111	-	38111	-	38055.1	305.3	1	-	1	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_39	1	1	1	1	1	1	99320	99320	99320	99320	99320	99320	1	99320	99320	4758000	38.02	52.18	99320	-	99320	-	99320.0	2073.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	99320	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_4	1	1	1	1	1	1	119537	119537	119537	119537	119537	119537	1	119537	119537	4758000	48.67	52.18	119537	-	119537	-	119537.0	3003.2	1	-	1	-	0	0	0	0	0	0	1	0 + 1 part	92854	0.559	1.003	0.00	2432.26	1232.99	16399	26683	-	-	-	-	2628.4	66.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_40	1	1	1	0	0	0	6357	6357	6357	0	0	0	1	6357	6357	4758000	32.58	52.18	6357	-	6357	-	6357.0	8.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	6357	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_41	1	1	1	1	1	0	49423	49423	49423	49423	49423	0	1	49423	49423	4758000	52.12	52.18	49423	-	49423	-	49423.0	513.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	49423	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_6	1	1	1	1	1	1	59277	59277	59277	59277	59277	59277	1	59277	59277	4758000	52.61	52.18	59277	-	59277	-	59277.0	738.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	59277	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_7	1	1	1	1	1	1	80117	80117	80117	80117	80117	80117	1	80117	80117	4758000	35.13	52.18	80117	-	80117	-	80117.0	1349.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	80117	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.medaka1x.contig_9	1	1	1	1	1	1	168579	168579	168579	168579	168579	168579	1	168579	168579	4758000	46.80	52.18	168579	-	168579	-	168579.0	5972.9	1	-	1	-	0	0	0	0	0	0	1	0 + 1 part	107536	1.286	0.998	0.00	1222.09	1177.86	19232	61043	-	-	-	-	3535.1	125.2	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_1	1	1	1	1	1	1	1658662	1658662	1658662	1658662	1658662	1658662	1	1658662	1658662	4758000	66.00	52.18	1658662	-	1658662	-	1658662.0	578217.7	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	1658515	0.003	1.000	0.00	4081.63	0.00	147	147	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_10	1	1	1	1	1	1	4035546	4035546	4035546	4035546	4035546	4035546	1	4035546	4035546	4758000	43.86	52.18	4035546	4035546	4035546	-	4035546.0	3422789.3	1	1	1	-	0	0	0	0	0	0	0	0 + 1 part	4035463	0.002	1.000	0.00	1204.82	0.00	83	83	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_11	1	1	1	1	1	1	2476451	2476451	2476451	2476451	2476451	2476451	1	2476451	2476451	4758000	51.16	52.18	2476451	2476451	2476451	-	2476451.0	1288946.9	1	1	1	-	0	0	0	0	0	0	1	0 + 1 part	2422107	0.924	1.237	0.00	2852.20	833.58	13951	54344	-	-	-	-	147.5	76.8	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_12	1	1	1	1	0	0	17901	17901	17901	17901	0	0	1	17901	17901	4758000	45.13	52.18	17901	-	17901	-	17901.0	67.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	17901	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_13	1	1	1	1	1	1	579656	579656	579656	579656	579656	579656	1	579656	579656	4758000	65.26	52.18	579656	-	579656	-	579656.0	70618.1	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	579572	0.002	1.000	0.00	1190.48	0.00	84	84	-	-	-	-	0.0	0.0	-	-	-	-
