Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_1	1	1	1	1	1	1	1658662	1658662	1658662	1658662	1658662	1658662	1	1658662	1658662	2895646	66.00	37.47	1658662	1658662	1658662	-	1658662.0	950102.2	1	1	1	-	0	0	0	0	0	0	0	0 + 1 part	1658567	0.003	1.000	0.00	3157.89	0.00	95	95	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_20	1	1	1	1	1	0	48173	48173	48173	48173	48173	0	1	48173	48173	2895646	46.14	37.47	48173	-	48173	-	48173.0	801.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	48173	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_21	1	1	1	1	1	1	543768	543768	543768	543768	543768	543768	1	543768	543768	2895646	67.61	37.47	543768	-	543768	-	543768.0	102113.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	543768	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_22	1	1	1	1	1	1	85953	85953	85953	85953	85953	85953	1	85953	85953	2895646	15.67	37.47	85953	-	85953	-	85953.0	2551.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	85953	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_23	1	1	1	1	1	0	49533	49533	49533	49533	49533	0	1	49533	49533	2895646	51.99	37.47	49533	-	49533	-	49533.0	847.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	49533	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_24	1	1	1	1	1	0	38896	38896	38896	38896	38896	0	1	38896	38896	2895646	64.70	37.47	38896	-	38896	-	38896.0	522.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	38896	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_25	1	1	1	1	1	1	109913	109913	109913	109913	109913	109913	1	109913	109913	2895646	46.53	37.47	109913	-	109913	-	109913.0	4172.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	109913	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_26	1	1	1	1	1	0	27313	27313	27313	27313	27313	0	1	27313	27313	2895646	43.69	37.47	27313	-	27313	-	27313.0	257.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	27313	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_27	1	1	1	1	0	0	19075	19075	19075	19075	0	0	1	19075	19075	2895646	32.25	37.47	19075	-	19075	-	19075.0	125.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	19075	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_2	1	1	1	1	1	1	482506	482506	482506	482506	482506	482506	1	482506	482506	2895646	66.63	37.47	482506	-	482506	-	482506.0	80400.7	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	482411	0.003	1.000	0.00	4210.53	0.00	95	95	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_3	1	1	1	1	1	1	2163554	2163554	2163554	2163554	2163554	2163554	1	2163554	2163554	2895646	67.03	37.47	2163554	2163554	2163554	-	2163554.0	1616553.2	1	1	1	-	0	0	0	0	0	0	0	0 + 1 part	2163459	0.003	1.000	0.00	3157.89	0.00	95	95	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_5	1	1	1	1	1	1	4749805	4749805	4749805	4749805	4749805	4749805	1	4749805	4749805	2895646	52.11	37.47	4749805	4749805	4749805	4749805	4749805.0	7791231.2	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	4749714	0.003	1.000	0.00	3296.70	0.00	91	91	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_6	1	1	1	1	1	1	2841260	2841260	2841260	2841260	2841260	2841260	1	2841260	2841260	2895646	37.46	37.47	2841260	2841260	2841260	2841260	2841260.0	2787895.5	1	1	1	1	1	1	2841260	0	0	0	0	0 + 0 part	0	98.266	0.999	0.00	92.53	163.17	2841260	2841260	2841260	2841260	2841260	2841260	2841260.0	2787895.5	1	1	1	1
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_7	1	1	1	1	1	1	2717684	2717684	2717684	2717684	2717684	2717684	1	2717684	2717684	2895646	32.56	37.47	2717684	2717684	2717684	2717684	2717684.0	2550659.3	1	1	1	1	-	-	-	-	-	-	-	1 + 0 part	2717684	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_8	1	1	1	1	1	1	2987495	2987495	2987495	2987495	2987495	2987495	1	2987495	2987495	2895646	37.88	37.47	2987495	2987495	2987495	2987495	2987495.0	3082257.4	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	2951769	1.235	0.999	0.00	89.57	134.36	35726	35726	-	-	-	-	427.2	440.8	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.contig_9	1	1	1	1	1	1	2303348	2303348	2303348	2303348	2303348	2303348	1	2303348	2303348	2895646	49.75	37.47	2303348	2303348	2303348	-	2303348.0	1832203.2	1	1	1	-	0	0	0	0	0	0	0	0 + 1 part	2303257	0.003	1.000	0.00	3296.70	0.00	91	91	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_10	1	1	1	1	1	1	4042224	4042224	4042224	4042224	4042224	4042224	1	4042224	4042224	2895646	43.98	37.47	4042224	4042224	4042224	4042224	4042224.0	5642808.2	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	4042067	0.006	0.981	0.00	2547.77	636.94	157	157	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_11	1	1	1	1	1	1	2479982	2479982	2479982	2479982	2479982	2479982	1	2479982	2479982	2895646	51.25	37.47	2479982	2479982	2479982	-	2479982.0	2123985.7	1	1	1	-	0	0	0	0	0	0	0	0 + 1 part	2479891	0.003	1.000	0.00	3296.70	0.00	91	91	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_12	1	1	1	1	0	0	17992	17992	17992	17992	0	0	1	17992	17992	2895646	46.64	37.47	17992	-	17992	-	17992.0	111.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	17992	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_13	1	1	1	1	1	1	578768	578768	578768	578768	578768	578768	1	578768	578768	2895646	64.96	37.47	578768	-	578768	-	578768.0	115681.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	578768	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_14	1	1	1	1	1	1	504106	504106	504106	504106	504106	504106	1	504106	504106	2895646	66.18	37.47	504106	-	504106	-	504106.0	87760.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	504106	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_15	1	1	1	1	1	1	952468	952468	952468	952468	952468	952468	1	952468	952468	2895646	66.36	37.47	952468	-	952468	-	952468.0	313296.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	952468	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_16	1	1	1	0	0	0	6044	6044	6044	0	0	0	1	6044	6044	2895646	50.55	37.47	6044	-	6044	-	6044.0	12.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	6044	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_17	1	1	0	0	0	0	4441	4441	0	0	0	0	1	4441	4441	2895646	43.93	37.47	4441	-	4441	-	4441.0	6.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	4441	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_18	1	1	1	1	1	0	27011	27011	27011	27011	27011	0	1	27011	27011	2895646	38.25	37.47	27011	-	27011	-	27011.0	252.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	27011	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_19	1	1	1	1	0	0	11892	11892	11892	11892	0	0	1	11892	11892	2895646	67.94	37.47	11892	-	11892	-	11892.0	48.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	11892	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_1	1	1	1	1	1	1	1657146	1657146	1657146	1657146	1657146	1657146	1	1657146	1657146	2895646	65.76	37.47	1657146	1657146	1657146	-	1657146.0	948366.2	1	1	1	-	0	0	0	0	0	0	0	0 + 1 part	1657051	0.003	1.000	0.00	3157.89	0.00	95	95	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_20	1	1	1	1	1	0	48015	48015	48015	48015	48015	0	1	48015	48015	2895646	46.19	37.47	48015	-	48015	-	48015.0	796.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	48015	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_21	1	1	1	1	1	1	542872	542872	542872	542872	542872	542872	1	542872	542872	2895646	67.31	37.47	542872	-	542872	-	542872.0	101776.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	542872	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_22	1	1	1	1	1	1	85868	85868	85868	85868	85868	85868	1	85868	85868	2895646	16.29	37.47	85868	-	85868	-	85868.0	2546.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	85868	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_23	1	1	1	1	1	0	49641	49641	49641	49641	49641	0	1	49641	49641	2895646	52.11	37.47	49641	-	49641	-	49641.0	851.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	49641	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_24	1	1	1	1	1	0	38896	38896	38896	38896	38896	0	1	38896	38896	2895646	64.69	37.47	38896	-	38896	-	38896.0	522.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	38896	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_25	1	1	1	1	1	1	109999	109999	109999	109999	109999	109999	1	109999	109999	2895646	46.72	37.47	109999	-	109999	-	109999.0	4178.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	109999	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_26	1	1	1	1	1	0	27367	27367	27367	27367	27367	0	1	27367	27367	2895646	43.85	37.47	27367	-	27367	-	27367.0	258.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	27367	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_27	1	1	1	1	0	0	19088	19088	19088	19088	0	0	1	19088	19088	2895646	32.45	37.47	19088	-	19088	-	19088.0	125.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	19088	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_2	1	1	1	1	1	1	482103	482103	482103	482103	482103	482103	1	482103	482103	2895646	66.33	37.47	482103	-	482103	-	482103.0	80266.5	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	482008	0.003	1.000	0.00	3157.89	0.00	95	95	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_3	1	1	1	1	1	1	2161341	2161341	2161341	2161341	2161341	2161341	1	2161341	2161341	2895646	66.76	37.47	2161341	2161341	2161341	-	2161341.0	1613247.9	1	1	1	-	0	0	0	0	0	0	0	0 + 1 part	2161246	0.003	1.000	0.00	3157.89	0.00	95	95	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_5	1	1	1	1	1	1	4757249	4757249	4757249	4757249	4757249	4757249	1	4757249	4757249	2895646	52.18	37.47	4757249	4757249	4757249	4757249	4757249.0	7815671.5	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	4757158	0.003	1.000	0.00	3296.70	0.00	91	91	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_6	1	1	1	1	1	1	2844842	2844842	2844842	2844842	2844842	2844842	1	2844842	2844842	2895646	37.53	37.47	2844842	2844842	2844842	2844842	2844842.0	2794929.4	1	1	1	1	1	1	2844842	0	0	0	0	0 + 0 part	0	98.266	1.000	0.00	9.67	38.14	2844842	2844842	2844842	2844842	2844842	2844842	2844842.0	2794929.4	1	1	1	1
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_7	1	1	1	1	1	1	2718487	2718487	2718487	2718487	2718487	2718487	1	2718487	2718487	2895646	32.85	37.47	2718487	2718487	2718487	2718487	2718487.0	2552166.8	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	2718416	0.002	1.000	0.00	2816.90	0.00	71	71	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_8	1	1	1	1	1	1	2991147	2991147	2991147	2991147	2991147	2991147	1	2991147	2991147	2895646	37.97	37.47	2991147	2991147	2991147	2991147	2991147.0	3089797.7	1	1	1	1	0	0	0	0	0	0	0	0 + 1 part	2955381	1.235	1.000	0.00	0.00	30.76	35766	35766	-	-	-	-	427.7	441.8	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-100000.flye.medaka1x.contig_9	1	1	1	1	1	1	2306812	2306812	2306812	2306812	2306812	2306812	1	2306812	2306812	2895646	49.86	37.47	2306812	2306812	2306812	-	2306812.0	1837718.3	1	1	1	-	0	0	0	0	0	0	0	0 + 1 part	2306721	0.003	1.000	0.00	3296.70	0.00	91	91	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_10	1	1	1	1	1	0	32828	32828	32828	32828	32828	0	1	32828	32828	2895646	58.81	37.47	32828	-	32828	-	32828.0	372.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	32828	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_11	1	1	1	1	1	0	37190	37190	37190	37190	37190	0	1	37190	37190	2895646	52.53	37.47	37190	-	37190	-	37190.0	477.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	37190	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_12	1	1	1	1	1	1	75915	75915	75915	75915	75915	75915	1	75915	75915	2895646	53.61	37.47	75915	-	75915	-	75915.0	1990.3	1	-	1	-	0	0	0	0	0	0	0	0 + 1 part	75824	0.003	1.000	0.00	3296.70	0.00	91	91	-	-	-	-	0.1	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_13	1	1	1	1	1	1	77200	77200	77200	77200	77200	77200	1	77200	77200	2895646	35.92	37.47	77200	-	77200	-	77200.0	2058.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	77200	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_14	1	1	1	1	1	1	77907	77907	77907	77907	77907	77907	1	77907	77907	2895646	44.88	37.47	77907	-	77907	-	77907.0	2096.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	77907	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_15	1	1	1	1	1	1	76099	76099	76099	76099	76099	76099	1	76099	76099	2895646	32.80	37.47	76099	-	76099	-	76099.0	1999.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	76099	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_16	1	1	1	1	1	1	136806	136806	136806	136806	136806	136806	1	136806	136806	2895646	44.11	37.47	136806	-	136806	-	136806.0	6463.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	136806	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_17	1	1	1	1	0	0	10036	10036	10036	10036	0	0	1	10036	10036	2895646	40.85	37.47	10036	-	10036	-	10036.0	34.8	1	-	1	-	0	0	0	0	0	0	0	0 + 0 part	0	0.344	1.006	0.00	978.53	1577.63	10015	10015	10015	-	10015	-	9994.0	34.6	1	-	1	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_18	1	1	1	1	0	0	10054	10054	10054	10054	0	0	1	10054	10054	2895646	40.96	37.47	10054	-	10054	-	10054.0	34.9	1	-	1	-	0	0	0	0	0	0	0	0 + 0 part	0	0.345	1.007	0.00	995.02	1592.04	10050	10050	10050	-	10050	-	10046.0	34.9	1	-	1	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_19	1	1	1	1	1	1	58518	58518	58518	58518	58518	58518	1	58518	58518	2895646	31.75	37.47	58518	-	58518	-	58518.0	1182.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	58518	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_20	1	1	1	1	0	0	18678	18678	18678	18678	0	0	1	18678	18678	2895646	33.57	37.47	18678	-	18678	-	18678.0	120.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	18678	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_21	1	1	1	1	1	0	29244	29244	29244	29244	29244	0	1	29244	29244	2895646	33.98	37.47	29244	-	29244	-	29244.0	295.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	29244	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_27	1	1	1	1	1	1	54183	54183	54183	54183	54183	54183	1	54183	54183	2895646	31.76	37.47	54183	-	54183	-	54183.0	1013.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	54183	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_28	1	1	1	0	0	0	5351	5351	5351	0	0	0	1	5351	5351	2895646	34.40	37.47	5351	-	5351	-	5351.0	9.9	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	5351	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_29	1	1	1	1	0	0	21330	21330	21330	21330	0	0	1	21330	21330	2895646	34.33	37.47	21330	-	21330	-	21330.0	157.1	1	-	1	-	0	0	0	0	0	0	0	0 + 0 part	0	0.734	1.001	0.00	582.76	733.15	21278	21278	21278	-	21278	-	21226.1	156.4	1	-	1	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_2	1	1	1	1	1	0	33371	33371	33371	33371	33371	0	1	33371	33371	2895646	55.16	37.47	33371	-	33371	-	33371.0	384.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	33371	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-10000.flye.contig_31	1	1	1	1	1	1	56539	56539	56539	56539	56539	56539	1	56539	56539	2895646	33.35	37.47	56539	-	56539	-	56539.0	1104.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	56539	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
